iteration,mean_w1,mean_w2
0,0.0,0.0
1,-0.009167360919848879,0.006794568676558254
2,-0.013451358701264106,0.023215562055918636
3,-0.038676717662699873,0.03756139681269178
4,-0.0257502941953167,0.06541094816423045
5,-0.02683414869114724,0.0796034065929911
6,-0.030684214024601534,0.09748947512238341
7,-0.031215141886604538,0.09786688663167004
8,-0.03553301104663428,0.10576966230347086
9,-0.09709642448501093,0.06391722582322945
10,-0.11188668824807159,0.07805445760421391
11,-0.1206383445525487,0.08041357139987369
12,-0.13816097182125922,0.07302187946410975
13,-0.1657051007323513,0.08314649490979954
14,-0.17278646929252112,0.08713634765131456
15,-0.16285867996583597,0.11663273150048874
16,-0.16335589296529018,0.11636143649910968
17,-0.16809594462637334,0.14413815360089224
18,-0.1941636822544038,0.1475614995035546
19,-0.20111227378238772,0.1429334526468797
20,-0.19016302214961256,0.1597212884321064
21,-0.1935708150669192,0.17706505786857513
22,-0.1781892485759591,0.20887650482528217
23,-0.18885596750584377,0.22042236488728018
24,-0.2027966182324506,0.22807358436473632
25,-0.2154831742856542,0.2386999852258895
26,-0.22363154713810038,0.2312661030135397
27,-0.23040389683216758,0.23496639054823817
28,-0.24115687302885994,0.23916928289181555
29,-0.25318358460079105,0.22927248282586338
30,-0.2550196438625462,0.24499409738667105
31,-0.25728432468015233,0.2582130498777601
32,-0.267631832420576,0.26031505729810794
33,-0.2823962917793255,0.26268266828572623
34,-0.29678131550814535,0.25137034037729483
35,-0.32220558364421764,0.23545938241566047
36,-0.334809541433172,0.23942917329750263
37,-0.350343689842613,0.23811241912737122
38,-0.33260801981511706,0.2592955980747018
39,-0.3278926107235962,0.2728881484615828
40,-0.33129084874487524,0.28046399103778286
41,-0.3067478795830036,0.310324010400165
42,-0.31897512373329034,0.3038438668678331
43,-0.3105321614519197,0.325744062690605
44,-0.3161899784654958,0.33506892826604956
45,-0.31908831270687554,0.3466623473729984
46,-0.31994082375455696,0.3602989577035497
47,-0.323833285115101,0.3662656445623733
48,-0.31242978616363204,0.3874871757613612
49,-0.31566083865514544,0.3957622618651244
50,-0.3217264090079863,0.4030526117589693
51,-0.31840248900255846,0.41805967054457815
52,-0.3270340647743328,0.42328921589410656
53,-0.3465598391532596,0.40796803537269527
54,-0.3605204025476778,0.4014004248600543
55,-0.37699600647120574,0.39693269204961007
56,-0.3621899304129982,0.37724522769841323
57,-0.35627579206330284,0.38784948745525055
58,-0.36756870668319125,0.3901908483080353
59,-0.38112504141483505,0.38886305446468106
60,-0.38537172924441143,0.3893013501773332
61,-0.3915883390970862,0.3902849657083561
62,-0.3995066647430114,0.39502878432557514
63,-0.4118399941999657,0.3948466055008074
64,-0.41786210188765865,0.40119196204411467
65,-0.4118298249680004,0.40867392152058746
66,-0.4118340596509143,0.4077568468670892
67,-0.4135882988783107,0.41816361235021676
68,-0.4120056216453041,0.42370120218723345
69,-0.3936652990904719,0.44864634998538994
70,-0.4001347941532932,0.45336659603155965
71,-0.4152384989093249,0.4452156249276111
72,-0.4244429049215574,0.44542709555713195
73,-0.44591330785180877,0.43618581417665864
74,-0.43848331835247367,0.4546203918469912
75,-0.45132938125102073,0.4524834680575634
76,-0.4590365429092476,0.4554745851262544
77,-0.46648989640153415,0.4555422983712614
78,-0.49414312346721073,0.43065327759673977
79,-0.4949335717735028,0.4395494358685426
80,-0.49240335597493967,0.4492853831901696
81,-0.47267921903717164,0.4733249329925956
82,-0.47688664967373734,0.479646599751483
83,-0.4740125883368796,0.4778430034408677
84,-0.47992918015317393,0.47241048649384376
85,-0.4755214966413744,0.48732172866083107
