iteration,mean_w1,mean_w2
0,0.0,0.0
1,-0.017042715848811948,0.00657941921007334
2,-0.017042715848811948,0.00657941921007334
3,0.009045037147092982,0.07264193313474836
4,0.009045037147092982,0.07264193313474836
5,0.009045037147092982,0.07264193313474836
6,0.009045037147092982,0.07264193313474836
7,-0.003041017407433885,0.06239398627007244
8,-0.003041017407433885,0.06239398627007244
9,-0.003041017407433885,0.06239398627007244
10,-0.003041017407433885,0.06239398627007244
11,-0.06362294009132331,0.012138594493084966
12,-0.06362294009132331,0.012138594493084966
13,-0.06362294009132331,0.012138594493084966
14,-0.06362294009132331,0.012138594493084966
15,-0.06362294009132331,0.012138594493084966
16,-0.030308390982343506,0.05539919976102998
17,-0.030308390982343506,0.05539919976102998
18,-0.030308390982343506,0.05539919976102998
19,-0.030308390982343506,0.05539919976102998
20,-0.05254331407623755,0.03550482206602021
21,-0.05254331407623755,0.03550482206602021
22,-0.05254331407623755,0.03550482206602021
23,-0.05254331407623755,0.03550482206602021
24,-0.05254331407623755,0.03550482206602021
25,-0.05254331407623755,0.03550482206602021
26,-0.05254331407623755,0.03550482206602021
27,0.01049700606828441,0.10704730462928018
28,-0.061868024257101466,0.09922494896942523
29,-0.061868024257101466,0.09922494896942523
30,-0.061868024257101466,0.09922494896942523
31,-0.061868024257101466,0.09922494896942523
32,-0.061868024257101466,0.09922494896942523
33,-0.10866725022835501,0.06119398765432155
34,-0.10866725022835501,0.06119398765432155
35,-0.10866725022835501,0.06119398765432155
36,-0.10866725022835501,0.06119398765432155
37,-0.10866725022835501,0.06119398765432155
38,-0.10866725022835501,0.06119398765432155
39,-0.10866725022835501,0.06119398765432155
40,-0.10866725022835501,0.06119398765432155
41,-0.07505818361267008,0.10133607821357636
42,-0.07505818361267008,0.10133607821357636
43,-0.07505818361267008,0.10133607821357636
44,-0.07505818361267008,0.10133607821357636
45,-0.07505818361267008,0.10133607821357636
46,-0.07505818361267008,0.10133607821357636
47,-0.07505818361267008,0.10133607821357636
48,-0.07505818361267008,0.10133607821357636
49,-0.13542931477083056,0.05519886620648498
50,-0.13542931477083056,0.05519886620648498
51,-0.13542931477083056,0.05519886620648498
52,-0.13542931477083056,0.05519886620648498
53,-0.1274434202782411,0.06799413365664682
54,-0.1274434202782411,0.06799413365664682
55,-0.1274434202782411,0.06799413365664682
56,-0.1274434202782411,0.06799413365664682
57,-0.1274434202782411,0.06799413365664682
58,-0.1274434202782411,0.06799413365664682
59,-0.1274434202782411,0.06799413365664682
60,-0.1274434202782411,0.06799413365664682
61,-0.1274434202782411,0.06799413365664682
62,-0.1274434202782411,0.06799413365664682
63,-0.1274434202782411,0.06799413365664682
64,-0.1274434202782411,0.06799413365664682
65,-0.1274434202782411,0.06799413365664682
66,-0.1274434202782411,0.06799413365664682
67,-0.1274434202782411,0.06799413365664682
68,-0.1274434202782411,0.06799413365664682
69,-0.1274434202782411,0.06799413365664682
70,-0.1274434202782411,0.06799413365664682
71,-0.1274434202782411,0.06799413365664682
72,-0.1274434202782411,0.06799413365664682
73,-0.1274434202782411,0.06799413365664682
74,-0.1274434202782411,0.06799413365664682
75,-0.1274434202782411,0.06799413365664682
76,-0.08557716076601635,0.11902024616848238
77,-0.08557716076601635,0.11902024616848238
78,-0.08557716076601635,0.11902024616848238
79,-0.08557716076601635,0.11902024616848238
80,-0.08557716076601635,0.11902024616848238
81,-0.08557716076601635,0.11902024616848238
82,-0.08557716076601635,0.11902024616848238
83,-0.08557716076601635,0.11902024616848238
84,-0.08557716076601635,0.11902024616848238
85,-0.08557716076601635,0.11902024616848238
86,-0.08557716076601635,0.11902024616848238
87,-0.08557716076601635,0.11902024616848238
88,-0.08557716076601635,0.11902024616848238
89,-0.08557716076601635,0.11902024616848238
90,-0.08557716076601635,0.11902024616848238
91,-0.08557716076601635,0.11902024616848238
92,-0.08557716076601635,0.11902024616848238
93,-0.08557716076601635,0.11902024616848238
94,-0.08557716076601635,0.11902024616848238
95,-0.08557716076601635,0.11902024616848238
96,-0.08557716076601635,0.11902024616848238
97,-0.08557716076601635,0.11902024616848238
98,-0.08557716076601635,0.11902024616848238
99,-0.08557716076601635,0.11902024616848238
100,-0.08557716076601635,0.11902024616848238
101,-0.08557716076601635,0.11902024616848238
102,-0.08557716076601635,0.11902024616848238
103,-0.08557716076601635,0.11902024616848238
104,-0.08557716076601635,0.11902024616848238
105,-0.08557716076601635,0.11902024616848238
106,-0.09443847216785645,0.11263869120481744
107,-0.09443847216785645,0.11263869120481744
108,-0.09443847216785645,0.11263869120481744
109,-0.09443847216785645,0.11263869120481744
110,-0.09443847216785645,0.11263869120481744
111,-0.09443847216785645,0.11263869120481744
112,-0.09443847216785645,0.11263869120481744
113,-0.09443847216785645,0.11263869120481744
114,-0.09443847216785645,0.11263869120481744
115,-0.09443847216785645,0.11263869120481744
116,-0.09443847216785645,0.11263869120481744
117,-0.09443847216785645,0.11263869120481744
118,-0.09443847216785645,0.11263869120481744
119,-0.09443847216785645,0.11263869120481744
120,-0.09443847216785645,0.11263869120481744
121,-0.09443847216785645,0.11263869120481744
122,-0.09443847216785645,0.11263869120481744
123,-0.09443847216785645,0.11263869120481744
124,-0.09443847216785645,0.11263869120481744
125,-0.09443847216785645,0.11263869120481744
126,-0.09443847216785645,0.11263869120481744
127,-0.09443847216785645,0.11263869120481744
128,-0.09443847216785645,0.11263869120481744
129,-0.09443847216785645,0.11263869120481744
130,-0.09443847216785645,0.11263869120481744
131,-0.09443847216785645,0.11263869120481744
132,-0.09443847216785645,0.11263869120481744
133,-0.09443847216785645,0.11263869120481744
134,-0.09443847216785645,0.11263869120481744
135,-0.09443847216785645,0.11263869120481744
136,-0.09443847216785645,0.11263869120481744
137,-0.09443847216785645,0.11263869120481744
138,-0.09443847216785645,0.11263869120481744
139,-0.09443847216785645,0.11263869120481744
140,-0.09443847216785645,0.11263869120481744
141,-0.09443847216785645,0.11263869120481744
142,-0.09443847216785645,0.11263869120481744
143,-0.09443847216785645,0.11263869120481744
144,-0.09443847216785645,0.11263869120481744
145,-0.09443847216785645,0.11263869120481744
146,-0.09443847216785645,0.11263869120481744
147,-0.09443847216785645,0.11263869120481744
148,-0.09443847216785645,0.11263869120481744
149,-0.09443847216785645,0.11263869120481744
150,-0.09443847216785645,0.11263869120481744
151,-0.09443847216785645,0.11263869120481744
152,-0.09443847216785645,0.11263869120481744
153,-0.09443847216785645,0.11263869120481744
154,-0.09443847216785645,0.11263869120481744
155,-0.09443847216785645,0.11263869120481744
156,-0.09443847216785645,0.11263869120481744
157,-0.09443847216785645,0.11263869120481744
158,-0.09443847216785645,0.11263869120481744
159,-0.09443847216785645,0.11263869120481744
160,-0.09443847216785645,0.11263869120481744
161,-0.09443847216785645,0.11263869120481744
162,-0.09443847216785645,0.11263869120481744
163,-0.09443847216785645,0.11263869120481744
164,-0.09443847216785645,0.11263869120481744
165,-0.09443847216785645,0.11263869120481744
166,-0.09443847216785645,0.11263869120481744
167,-0.09443847216785645,0.11263869120481744
168,-0.09443847216785645,0.11263869120481744
169,-0.09443847216785645,0.11263869120481744
170,-0.09443847216785645,0.11263869120481744
171,-0.09443847216785645,0.11263869120481744
172,-0.09443847216785645,0.11263869120481744
173,-0.09443847216785645,0.11263869120481744
174,-0.09443847216785645,0.11263869120481744
175,-0.09443847216785645,0.11263869120481744
176,-0.09443847216785645,0.11263869120481744
177,-0.09443847216785645,0.11263869120481744
178,-0.09443847216785645,0.11263869120481744
179,-0.09443847216785645,0.11263869120481744
180,-0.09443847216785645,0.11263869120481744
181,-0.09443847216785645,0.11263869120481744
182,-0.09443847216785645,0.11263869120481744
183,-0.09443847216785645,0.11263869120481744
184,-0.09443847216785645,0.11263869120481744
185,-0.09443847216785645,0.11263869120481744
186,-0.09443847216785645,0.11263869120481744
187,-0.09443847216785645,0.11263869120481744
188,-0.09443847216785645,0.11263869120481744
189,-0.09443847216785645,0.11263869120481744
190,-0.09443847216785645,0.11263869120481744
191,-0.09443847216785645,0.11263869120481744
192,-0.09443847216785645,0.11263869120481744
193,-0.09443847216785645,0.11263869120481744
194,-0.09443847216785645,0.11263869120481744
195,-0.09443847216785645,0.11263869120481744
196,-0.09443847216785645,0.11263869120481744
197,-0.09443847216785645,0.11263869120481744
198,-0.09443847216785645,0.11263869120481744
199,-0.09443847216785645,0.11263869120481744
200,-0.09443847216785645,0.11263869120481744
201,-0.09443847216785645,0.11263869120481744
202,-0.09443847216785645,0.11263869120481744
203,-0.09443847216785645,0.11263869120481744
204,-0.09443847216785645,0.11263869120481744
205,-0.09443847216785645,0.11263869120481744
206,-0.09443847216785645,0.11263869120481744
207,-0.09443847216785645,0.11263869120481744
208,-0.09443847216785645,0.11263869120481744
209,-0.09443847216785645,0.11263869120481744
210,-0.09443847216785645,0.11263869120481744
211,-0.09443847216785645,0.11263869120481744
212,-0.09443847216785645,0.11263869120481744
213,-0.09443847216785645,0.11263869120481744
214,-0.09443847216785645,0.11263869120481744
215,-0.09443847216785645,0.11263869120481744
216,-0.09443847216785645,0.11263869120481744
217,-0.09443847216785645,0.11263869120481744
218,-0.09443847216785645,0.11263869120481744
219,-0.11072006540429652,0.09778475060332088
220,-0.11072006540429652,0.09778475060332088
221,-0.11072006540429652,0.09778475060332088
222,-0.11072006540429652,0.09778475060332088
